trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
498,False,"{'a': 0.6, 'e': 0.07510000000000275}",30,10,41.08100208377897,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.6, 'e': 0.07505000000000275}",30,0,33.84920409541743,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
500,False,"{'a': 0.6, 'e': 0.07500000000000276}",20,12,16.824698673109552,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.6, 'e': 0.07495000000000276}",25,15,10.057351663184368,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.6, 'e': 0.07490000000000277}",20,2,26.51109246310483,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.6, 'e': 0.07485000000000278}",20,7,18.856563896274096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.6, 'e': 0.07480000000000278}",25,17,14.987110215696994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.6, 'e': 0.07475000000000279}",20,16,7.260513640253361,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.6, 'e': 0.07470000000000279}",20,14,8.236058895771961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.6, 'e': 0.0746500000000028}",20,14,12.716440368192297,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.6, 'e': 0.0746000000000028}",25,14,21.492587510138865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.6, 'e': 0.07455000000000281}",20,15,11.615368407169553,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.6, 'e': 0.07450000000000281}",25,17,13.528986634135215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.6, 'e': 0.07445000000000282}",20,9,19.32777672646195,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.6, 'e': 0.07440000000000282}",20,15,9.879851040271319,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.6, 'e': 0.07435000000000283}",20,6,28.388072829904843,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.6, 'e': 0.07430000000000284}",20,10,19.855063105037463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.6, 'e': 0.07425000000000284}",25,16,16.66897735664257,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.6, 'e': 0.07420000000000285}",25,11,30.54372123392945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.6, 'e': 0.07415000000000285}",20,6,5.38059380470954,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.6, 'e': 0.07410000000000286}",30,11,18.547559666641952,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.6, 'e': 0.07405000000000286}",35,18,28.38168795947419,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.6, 'e': 0.07400000000000287}",25,2,35.53462524586301,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.6, 'e': 0.07395000000000287}",20,12,10.61263129666006,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.6, 'e': 0.07390000000000288}",30,14,23.771820618207336,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.6, 'e': 0.07385000000000289}",35,18,34.24092921385436,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.6, 'e': 0.07380000000000289}",30,13,29.84888718282088,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.6, 'e': 0.0737500000000029}",25,14,10.941604981513507,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.6, 'e': 0.0737000000000029}",20,10,20.54853076359284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.6, 'e': 0.07365000000000291}",25,10,30.70353513158502,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.6, 'e': 0.07360000000000291}",20,12,15.113698765041747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.6, 'e': 0.07355000000000292}",30,16,25.542140423506144,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.6, 'e': 0.07350000000000292}",20,16,9.222050572043857,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.6, 'e': 0.07345000000000293}",20,10,17.068305576957982,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.6, 'e': 0.07340000000000294}",20,0,27.630505422917537,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.6, 'e': 0.07335000000000294}",20,16,9.429296536466607,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.6, 'e': 0.07330000000000295}",20,2,19.606328512458063,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.6, 'e': 0.07325000000000295}",20,16,7.7725654788682315,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.6, 'e': 0.07320000000000296}",25,9,6.855203268125281,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
537,False,"{'a': 0.6, 'e': 0.07315000000000296}",20,9,19.889132531590676,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.6, 'e': 0.07310000000000297}",20,0,20.799340830410166,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
539,False,"{'a': 0.6, 'e': 0.07305000000000297}",20,15,10.568697201394166,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.6, 'e': 0.07300000000000298}",25,1,7.569792746247925,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
541,False,"{'a': 0.6, 'e': 0.07295000000000298}",30,16,26.1747341943465,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.6, 'e': 0.07290000000000299}",20,12,2.6283674761570346,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.6, 'e': 0.072850000000003}",25,13,9.082081035612493,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.6, 'e': 0.072800000000003}",25,0,17.460435044849678,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
545,False,"{'a': 0.6, 'e': 0.072750000000003}",20,12,15.706337053232652,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.6, 'e': 0.07270000000000301}",20,10,20.760997951328495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.6, 'e': 0.07265000000000302}",25,12,22.27645127675341,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.6, 'e': 0.07260000000000302}",20,0,32.78929088935727,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
549,False,"{'a': 0.6, 'e': 0.07255000000000303}",20,2,27.70702241397075,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.6, 'e': 0.07250000000000303}",30,21,16.879438114518514,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.6, 'e': 0.07245000000000304}",20,14,10.17835518773113,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.6, 'e': 0.07240000000000305}",25,20,11.399323951822012,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.6, 'e': 0.07235000000000305}",20,3,16.59099213419363,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.6, 'e': 0.07230000000000306}",20,10,19.747142758294842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.6, 'e': 0.07225000000000306}",20,13,13.384461350124855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.6, 'e': 0.07220000000000307}",25,13,-18.670625243388656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
557,False,"{'a': 0.6, 'e': 0.07215000000000307}",25,9,28.0513821862482,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.6, 'e': 0.07210000000000308}",20,12,17.308664059901286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.6, 'e': 0.07205000000000308}",25,17,2.943691943790639,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.6, 'e': 0.07200000000000309}",20,13,11.17583621136282,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.6, 'e': 0.0719500000000031}",20,8,25.337655256696387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.6, 'e': 0.0719000000000031}",20,12,16.206929666308568,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.6, 'e': 0.0718500000000031}",30,0,-5.032229834810729,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
564,False,"{'a': 0.6, 'e': 0.07180000000000311}",25,8,28.06736893220492,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.6, 'e': 0.07175000000000312}",30,20,19.79974276374665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.6, 'e': 0.07170000000000312}",35,20,27.04522163804204,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.6, 'e': 0.07165000000000313}",20,7,23.878753182712156,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.6, 'e': 0.07160000000000313}",30,16,26.37289878574005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.6, 'e': 0.07155000000000314}",20,6,24.226626685060285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.6, 'e': 0.07150000000000314}",25,15,-23.076231245406035,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
571,False,"{'a': 0.6, 'e': 0.07145000000000315}",25,16,4.967842224964934,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.6, 'e': 0.07140000000000316}",20,9,11.966950768970934,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.6, 'e': 0.07135000000000316}",20,8,23.987243161728717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.6, 'e': 0.07130000000000317}",20,8,21.85365213283708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.6, 'e': 0.07125000000000317}",20,6,21.916657578175812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.6, 'e': 0.07120000000000318}",20,7,23.2866161272901,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.6, 'e': 0.07115000000000318}",30,13,-8.45221926401969,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
578,False,"{'a': 0.6, 'e': 0.07110000000000319}",25,18,13.062197197977333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.6, 'e': 0.0710500000000032}",20,15,-10.07439811511344,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
580,False,"{'a': 0.6, 'e': 0.0710000000000032}",25,11,26.325661739740482,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.6, 'e': 0.0709500000000032}",20,6,17.10535450139939,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
582,False,"{'a': 0.6, 'e': 0.07090000000000321}",20,12,14.31735757753408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.6, 'e': 0.07085000000000322}",30,20,18.05791211974253,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.6, 'e': 0.07080000000000322}",25,3,35.94334925472614,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.6, 'e': 0.07075000000000323}",30,16,26.955696207815354,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.6, 'e': 0.07070000000000323}",30,14,32.2400371470827,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.6, 'e': 0.07065000000000324}",30,4,-10.886443881522652,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
588,False,"{'a': 0.6, 'e': 0.07060000000000324}",25,9,29.911276985088147,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.6, 'e': 0.07055000000000325}",30,7,-24.329569388001055,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
590,False,"{'a': 0.6, 'e': 0.07050000000000325}",20,0,33.33733227035572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.6, 'e': 0.07045000000000326}",20,10,21.401734690020064,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.6, 'e': 0.07040000000000327}",25,5,37.548787524630626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.6, 'e': 0.07035000000000327}",25,17,17.43957882240491,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.6, 'e': 0.07030000000000328}",35,21,25.833155106618953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.6, 'e': 0.07025000000000328}",25,5,12.222368813365351,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
596,False,"{'a': 0.6, 'e': 0.07020000000000329}",25,17,3.3277799924133493,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.6, 'e': 0.07015000000000329}",20,15,-5.166352138923451,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.6, 'e': 0.0701000000000033}",20,8,18.22113145698132,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.6, 'e': 0.0700500000000033}",30,22,15.533289328419393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.6, 'e': 0.07000000000000331}",20,1,29.33694709389728,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.6, 'e': 0.06995000000000332}",30,3,38.06291443524525,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.6, 'e': 0.06990000000000332}",20,15,9.841156876592406,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.6, 'e': 0.06985000000000333}",25,14,18.190006187986626,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.6, 'e': 0.06980000000000333}",25,11,27.763725248386333,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.6, 'e': 0.06975000000000334}",25,10,23.07990314752902,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.6, 'e': 0.06970000000000334}",30,22,15.552819172001307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.6, 'e': 0.06965000000000335}",20,11,15.794443417130571,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.6, 'e': 0.06960000000000335}",25,17,6.615692722861016,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.6, 'e': 0.06955000000000336}",25,7,33.4468661438113,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.6, 'e': 0.06950000000000336}",25,3,31.431466611016095,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.6, 'e': 0.06945000000000337}",20,0,31.986536613379982,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
612,False,"{'a': 0.6, 'e': 0.06940000000000338}",20,16,8.958100820358485,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.6, 'e': 0.06935000000000338}",25,3,33.35850403083954,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.6, 'e': 0.06930000000000339}",25,20,9.351515808667278,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.6, 'e': 0.06925000000000339}",25,11,23.261199499981625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.6, 'e': 0.0692000000000034}",30,21,18.66931235291658,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.6, 'e': 0.0691500000000034}",30,14,16.911234875753983,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.6, 'e': 0.06910000000000341}",20,0,24.340811404959304,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
619,False,"{'a': 0.6, 'e': 0.06905000000000341}",20,0,13.425322882019422,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
620,False,"{'a': 0.6, 'e': 0.06900000000000342}",30,13,33.61993896705357,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.6, 'e': 0.06895000000000343}",25,19,13.27665933350861,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.6, 'e': 0.06890000000000343}",25,12,23.47129788661676,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.6, 'e': 0.06885000000000344}",25,13,22.169744230375056,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.6, 'e': 0.06880000000000344}",35,15,24.72672434111052,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
625,False,"{'a': 0.6, 'e': 0.06875000000000345}",20,13,14.751843262959852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.6, 'e': 0.06870000000000345}",30,8,23.055694653180637,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
627,False,"{'a': 0.6, 'e': 0.06865000000000346}",25,20,9.188637786179944,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.6, 'e': 0.06860000000000346}",25,8,17.318456479811026,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.6, 'e': 0.06855000000000347}",20,13,14.575332750342918,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.6, 'e': 0.06850000000000347}",20,0,-14.670973582346262,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
631,False,"{'a': 0.6, 'e': 0.06845000000000348}",25,14,11.63708044181758,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.6, 'e': 0.06840000000000349}",25,18,11.10832585167617,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.6, 'e': 0.06835000000000349}",25,14,19.769334057976252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.6, 'e': 0.0683000000000035}",35,25,6.431191452035619,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.6, 'e': 0.0682500000000035}",30,5,41.437551678817194,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.6, 'e': 0.06820000000000351}",20,13,0.9487934892754473,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.6, 'e': 0.06815000000000351}",20,8,4.289605704148992,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
638,False,"{'a': 0.6, 'e': 0.06810000000000352}",25,11,22.77701279251584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.6, 'e': 0.06805000000000352}",20,8,18.626137762055738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.6, 'e': 0.06800000000000353}",20,9,2.701817013121725,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
641,False,"{'a': 0.6, 'e': 0.06795000000000354}",25,7,29.43601002652008,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.6, 'e': 0.06790000000000354}",20,0,21.833911449730234,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
643,False,"{'a': 0.6, 'e': 0.06785000000000355}",20,3,-14.709766420726062,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
644,False,"{'a': 0.6, 'e': 0.06780000000000355}",25,12,24.484911737897193,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.6, 'e': 0.06775000000000356}",20,6,21.74105597315461,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.6, 'e': 0.06770000000000356}",25,6,35.68665927381057,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.6, 'e': 0.06765000000000357}",35,0,44.73305511345596,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
648,False,"{'a': 0.6, 'e': 0.06760000000000357}",20,12,2.745395527565206,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.6, 'e': 0.06755000000000358}",25,16,16.251910818561207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.6, 'e': 0.06750000000000358}",20,8,23.188349523226996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.6, 'e': 0.06745000000000359}",30,9,36.43426662631286,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.6, 'e': 0.0674000000000036}",20,11,2.477358167509049,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.6, 'e': 0.0673500000000036}",30,11,-12.30674306609627,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
654,False,"{'a': 0.6, 'e': 0.0673000000000036}",20,3,30.134614653346983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.6, 'e': 0.06725000000000361}",25,13,-0.3392415509997415,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
656,False,"{'a': 0.6, 'e': 0.06720000000000362}",20,14,11.485758988254696,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.6, 'e': 0.06715000000000362}",20,12,17.145851532271994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.6, 'e': 0.06710000000000363}",30,9,14.737063214513238,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
659,False,"{'a': 0.6, 'e': 0.06705000000000363}",25,13,20.911021748219802,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.6, 'e': 0.06700000000000364}",30,21,17.4405526438842,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.6, 'e': 0.06695000000000365}",25,15,5.515202881124534,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.6, 'e': 0.06690000000000365}",25,20,7.423846305526062,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.6, 'e': 0.06685000000000366}",30,16,26.407519989438104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.6, 'e': 0.06680000000000366}",20,15,8.767018115809586,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.6, 'e': 0.06675000000000367}",20,9,21.120750678570854,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.6, 'e': 0.06670000000000367}",25,17,12.63890369464984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.6, 'e': 0.06665000000000368}",30,10,-7.196109651926127,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
668,False,"{'a': 0.6, 'e': 0.06660000000000368}",25,17,18.897110781067667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.6, 'e': 0.06655000000000369}",30,13,31.078008341023946,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.6, 'e': 0.0665000000000037}",20,0,23.658073119231872,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
671,False,"{'a': 0.6, 'e': 0.0664500000000037}",35,23,17.760447468865596,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.6, 'e': 0.0664000000000037}",20,10,19.327810558050622,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.6, 'e': 0.06635000000000371}",20,13,10.265914493148756,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.6, 'e': 0.06630000000000372}",25,4,22.81119190972115,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.6, 'e': 0.06625000000000372}",20,14,11.709250763787173,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.6, 'e': 0.06620000000000373}",20,11,17.612010930250555,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.6, 'e': 0.06615000000000373}",20,14,13.847469836454898,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.6, 'e': 0.06610000000000374}",25,6,29.8925990848752,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.6, 'e': 0.06605000000000374}",20,10,20.96517903520649,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.6, 'e': 0.06600000000000375}",20,3,27.521333326309737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.6, 'e': 0.06595000000000376}",20,10,-3.29362667825628,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
682,False,"{'a': 0.6, 'e': 0.06590000000000376}",25,18,13.285655902898673,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.6, 'e': 0.06585000000000377}",20,5,-10.792913071370918,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
